,code,coname,carm,yy,mm,dd,title
35519,80,하이트진로,-0.006360677,2018.0,1.0,8.0,하이트진로
35520,80,하이트진로,-0.006360677,2018.0,1.0,8.0,하이트진로
29985,28150,GS홈쇼핑,0.033881035,2016.0,11.0,17.0,유통-변하지 않는 상황과 그에 대한 적응
30010,35760,CJ ENM,0.020081035,2016.0,11.0,17.0,유통-변하지 않는 상황과 그에 대한 적응
32237,39130,하나투어,0.0627101152,2017.0,2.0,2.0,하나투어-4Q16 Review
32238,39130,하나투어,0.0627101152,2017.0,2.0,2.0,하나투어-4Q16 Review
25410,100130,동국S&C,0.0714189567,2015.0,12.0,21.0,"신재생 에너지-미국 풍력, 태양광 황금기"
25418,112240,에스에프씨,-0.020081043,2015.0,12.0,21.0,"신재생 에너지-미국 풍력, 태양광 황금기"
42223,31440,신세계푸드,0.037070613,2017.0,1.0,17.0,신세계푸드-기대가 현실화되는 시기
42224,31440,신세계푸드,0.037070613,2017.0,1.0,17.0,신세계푸드-기대가 현실화되는 시기
32563,7070,GS리테일,0.0176248193,2017.0,1.0,11.0,유통-4QPreview: 홈쇼핑 의외의 1승
32588,23530,롯데쇼핑,-0.004175181,2017.0,1.0,11.0,유통-4QPreview: 홈쇼핑 의외의 1승
32639,57050,현대홈쇼핑,-0.004675181,2017.0,1.0,11.0,유통-4QPreview: 홈쇼핑 의외의 1승
32649,71840,롯데하이마트,-0.027075181,2017.0,1.0,11.0,유통-4QPreview: 홈쇼핑 의외의 1승
33083,27410,BGF,0.0316571118,2017.0,1.0,23.0,"유통-2016년 4분기 실적 프리뷰 - 여전히 편의점, 역시나 백화점"
33090,31430,신세계인터내셔날,0.0204571118,2017.0,1.0,23.0,"유통-2016년 4분기 실적 프리뷰 - 여전히 편의점, 역시나 백화점"
33109,51500,CJ프레시웨이,-0.076042888,2017.0,1.0,23.0,"유통-2016년 4분기 실적 프리뷰 - 여전히 편의점, 역시나 백화점"
33119,69960,현대백화점,-0.032442888,2017.0,1.0,23.0,"유통-2016년 4분기 실적 프리뷰 - 여전히 편의점, 역시나 백화점"
33120,71840,롯데하이마트,-0.012642888,2017.0,1.0,23.0,"유통-2016년 4분기 실적 프리뷰 - 여전히 편의점, 역시나 백화점"
33126,79430,현대리바트,0.0239571118,2017.0,1.0,23.0,"유통-2016년 4분기 실적 프리뷰 - 여전히 편의점, 역시나 백화점"
24427,3450,현대증권,0.0535794905,2015.0,3.0,30.0,증권-머니무브의 조짐-테마별 증권주 투자전략은?
24430,3540,대신증권,0.0367794905,2015.0,3.0,30.0,증권-머니무브의 조짐-테마별 증권주 투자전략은?
24469,5940,NH투자증권,0.0397794905,2015.0,3.0,30.0,증권-머니무브의 조짐-테마별 증권주 투자전략은?
24478,6800,미래에셋대우,0.0547794905,2015.0,3.0,30.0,증권-머니무브의 조짐-테마별 증권주 투자전략은?
24481,8560,메리츠종금증권,0.0850794905,2015.0,3.0,30.0,증권-머니무브의 조짐-테마별 증권주 투자전략은?
24585,37620,미래에셋증권,0.0688794905,2015.0,3.0,30.0,증권-머니무브의 조짐-테마별 증권주 투자전략은?
24591,39490,키움증권,0.0071794905,2015.0,3.0,30.0,증권-머니무브의 조짐-테마별 증권주 투자전략은?
24637,71050,한국금융지주,0.0559794905,2015.0,3.0,30.0,증권-머니무브의 조짐-테마별 증권주 투자전략은?
29876,4170,신세계,0.0136570619,2016.0,2.0,17.0,유통-험난한 도전기
30036,57050,현대홈쇼핑,-0.018842938,2016.0,2.0,17.0,유통-험난한 도전기
30105,139480,이마트,-0.026742938,2016.0,2.0,17.0,유통-험난한 도전기
30106,139480,이마트,-0.026742938,2016.0,2.0,17.0,유통-험난한 도전기
31891,80160,모두투어,0.0294860749,2017.0,2.0,7.0,"모두투어-17년 전망: 본사 실적 개선, 자회사 적자 지속"
31892,80160,모두투어,0.0294860749,2017.0,2.0,7.0,"모두투어-17년 전망: 본사 실적 개선, 자회사 적자 지속"
22328,28150,GS홈쇼핑,0.0926314657,2014.0,11.0,18.0,"홈쇼핑-신규 사업자, 비영리성이 강할 듯"
22342,35760,CJ ENM,0.0628314657,2014.0,11.0,18.0,"홈쇼핑-신규 사업자, 비영리성이 강할 듯"
5364,2550,KB손해보험,0.0722944436,2011.0,10.0,12.0,LIG손해보험
5743,2550,KB손해보험,0.0368366632,2013.0,11.0,1.0,LIG손해보험
5915,2550,KB손해보험,0.0224766772,2013.0,6.0,4.0,LIG손해보험
6069,2550,KB손해보험,0.0287206842,2014.0,1.0,2.0,LIG손해보험
6210,2550,KB손해보험,0.0399344553,2014.0,4.0,1.0,LIG손해보험
6270,2550,KB손해보험,-0.027667496,2014.0,11.0,26.0,LIG손해보험
6439,2550,KB손해보험,-0.02325468,2015.0,4.0,1.0,LIG손해보험
25127,36830,솔브레인,-0.09735468,2015.0,4.0,1.0,"솔브레인-추가 상승여력은 제한적, 차익실현을 준비할 때. 투자의견 하향"
25128,36830,솔브레인,-0.09735468,2015.0,4.0,1.0,"솔브레인-추가 상승여력은 제한적, 차익실현을 준비할 때. 투자의견 하향"
18335,82640,동양생명,-0.045804275,2013.0,2.0,8.0,동양생명-전속채널의 영업력 회복 진행중
18336,82640,동양생명,-0.045804275,2013.0,2.0,8.0,동양생명-전속채널의 영업력 회복 진행중
31564,79160,CJ CGV,-0.038631504,2017.0,2.0,10.0,CJ CGV-높은 수준의 비용 관리 능력 증명
31565,79160,CJ CGV,-0.038631504,2017.0,2.0,10.0,CJ CGV-높은 수준의 비용 관리 능력 증명
4991,60,메리츠화재,0.0744790926,2010.0,1.0,5.0,손해보험업-11월 실적: 모멘텀 둔화보다는 Valuation에 초점
4992,810,삼성화재,0.0287790926,2010.0,1.0,5.0,손해보험업-11월 실적: 모멘텀 둔화보다는 Valuation에 초점
4993,1450,현대해상,0.0415790926,2010.0,1.0,5.0,손해보험업-11월 실적: 모멘텀 둔화보다는 Valuation에 초점
4994,2550,KB손해보험,0.0571790926,2010.0,1.0,5.0,손해보험업-11월 실적: 모멘텀 둔화보다는 Valuation에 초점
4995,5830,DB손해보험,0.0842790926,2010.0,1.0,5.0,손해보험업-11월 실적: 모멘텀 둔화보다는 Valuation에 초점
18914,33640,네패스,0.0003788963,2013.0,3.0,8.0,네패스-2013년 본사 성장 및 자회사 턴어라운드에 주목
18915,33640,네패스,0.0003788963,2013.0,3.0,8.0,네패스-2013년 본사 성장 및 자회사 턴어라운드에 주목
11011,66570,LG전자,0.059705451,2010.0,1.0,28.0,LG전자-이제 터널 나왔다
11012,66570,LG전자,0.059705451,2010.0,1.0,28.0,LG전자-이제 터널 나왔다
33436,104830,원익머트리얼즈,-0.062259062,2018.0,10.0,29.0,원익머트리얼즈-실적으로 보여줬다
33437,104830,원익머트리얼즈,-0.062259062,2018.0,10.0,29.0,원익머트리얼즈-실적으로 보여줬다
25724,10690,화신,-0.066562828,2015.0,5.0,18.0,화신-실적 저점 통과
25725,10690,화신,-0.066562828,2015.0,5.0,18.0,화신-실적 저점 통과
27265,10950,S-Oil,-0.001998063,2016.0,3.0,9.0,정유/석유화학-2월에도 중국의 정유 제품 순수출량은 감소세 지속
27319,78930,GS,-0.030298063,2016.0,3.0,9.0,정유/석유화학-2월에도 중국의 정유 제품 순수출량은 감소세 지속
39594,19440,세아특수강,0.0496732071,2014.0,10.0,2.0,세아특수강-안정적인 실적확인과 저평가 매력
39595,19440,세아특수강,0.0496732071,2014.0,10.0,2.0,세아특수강-안정적인 실적확인과 저평가 매력
24941,20000,한섬,-0.040539539,2015.0,11.0,4.0,유통-월세의 시대
24952,28150,GS홈쇼핑,-0.035139539,2015.0,11.0,4.0,유통-월세의 시대
25019,57050,현대홈쇼핑,-0.027539539,2015.0,11.0,4.0,유통-월세의 시대
15755,150,두산,0.0103697088,2012.0,2.0,17.0,"두산-4Q Review: 기대치 대비 부진하나, ‘12년 실적 개선 전망"
15756,150,두산,0.0103697088,2012.0,2.0,17.0,"두산-4Q Review: 기대치 대비 부진하나, ‘12년 실적 개선 전망"
32586,20560,아시아나항공,0.054605306,2017.0,8.0,8.0,항공운송-7월 인천공항 수송통계
32703,180640,한진칼,0.088205306,2017.0,8.0,8.0,항공운송-7월 인천공항 수송통계
27755,5940,NH투자증권,-0.012216666,2016.0,3.0,31.0,"NH투자증권-비경상적 비용 제거, Valuation 매력 발생"
27756,5940,NH투자증권,-0.012216666,2016.0,3.0,31.0,"NH투자증권-비경상적 비용 제거, Valuation 매력 발생"
44357,40420,정상제이엘에스,0.0367814577,2017.0,11.0,13.0,정상제이엘에스-3Q'17 Review: 이익개선에 주목
44358,40420,정상제이엘에스,0.0367814577,2017.0,11.0,13.0,정상제이엘에스-3Q'17 Review: 이익개선에 주목
43127,47050,포스코인터내셔널,0.1551357338,2018.0,1.0,25.0,포스코대우-실적 호조를 통한 재평가
43128,47050,포스코인터내셔널,0.1551357338,2018.0,1.0,25.0,포스코대우-실적 호조를 통한 재평가
41790,100,유한양행,0.0949429906,2017.0,2.0,16.0,"제약-17.1월 원외처방 : 무난한 출발, 2월 신장율 확대 기대"
41824,170900,동아에스티,0.0552429906,2017.0,2.0,16.0,"제약-17.1월 원외처방 : 무난한 출발, 2월 신장율 확대 기대"
30970,270,기아차,-0.04275093,2017.0,12.0,28.0,자동차-2018년 자동차 실적 눈높이를 낮추자
30980,5380,현대차,-0.04325093,2017.0,12.0,28.0,자동차-2018년 자동차 실적 눈높이를 낮추자
30995,11210,현대위아,-0.02595093,2017.0,12.0,28.0,자동차-2018년 자동차 실적 눈높이를 낮추자
30996,12330,현대모비스,-0.04055093,2017.0,12.0,28.0,자동차-2018년 자동차 실적 눈높이를 낮추자
31003,18880,한온시스템,0.0030490698,2017.0,12.0,28.0,자동차-2018년 자동차 실적 눈높이를 낮추자
31078,204320,만도,-0.01435093,2017.0,12.0,28.0,자동차-2018년 자동차 실적 눈높이를 낮추자
36470,100,유한양행,0.0039327522,2010.0,3.0,16.0,제약 Monthly-2월 원외처방: 1월에 이어 오리지널 외자계 점유율 상승세
36473,640,동아쏘시오홀딩스,0.0128327522,2010.0,3.0,16.0,제약 Monthly-2월 원외처방: 1월에 이어 오리지널 외자계 점유율 상승세
36475,1630,종근당홀딩스,-0.024367248,2010.0,3.0,16.0,제약 Monthly-2월 원외처방: 1월에 이어 오리지널 외자계 점유율 상승세
36484,6280,녹십자,-0.023867248,2010.0,3.0,16.0,제약 Monthly-2월 원외처방: 1월에 이어 오리지널 외자계 점유율 상승세
36486,8930,한미사이언스,-0.011267248,2010.0,3.0,16.0,제약 Monthly-2월 원외처방: 1월에 이어 오리지널 외자계 점유율 상승세
44143,9150,삼성전기,-0.047881237,2016.0,2.0,22.0,Tech-낮은 기대감 vs G5 도전
44144,11070,LG이노텍,0.0387187629,2016.0,2.0,22.0,Tech-낮은 기대감 vs G5 도전
44149,66570,LG전자,0.0463187629,2016.0,2.0,22.0,Tech-낮은 기대감 vs G5 도전
9673,660,SK하이닉스,-0.03248425,2010.0,1.0,22.0,하이닉스-4Q Review: 메모리 가격 안정세로 수익 전망 상향
9674,660,SK하이닉스,-0.03248425,2010.0,1.0,22.0,하이닉스-4Q Review: 메모리 가격 안정세로 수익 전망 상향
39805,37560,LG헬로비전,0.0035819524,2014.0,8.0,28.0,CJ헬로비전-MVNO 비용효율화에 의한 이익개선 여력 충분
39806,37560,LG헬로비전,-0.084700047,2014.0,9.0,22.0,CJ헬로비전-MVNO 비용효율화에 의한 이익개선 여력 충분
41559,5990,매일홀딩스,-0.010232726,2016.0,9.0,27.0,"매일유업-본업 중심의 성장 지속, 자회사 리스크 축소 기대"
41560,5990,매일홀딩스,-0.010232726,2016.0,9.0,27.0,"매일유업-본업 중심의 성장 지속, 자회사 리스크 축소 기대"
8652,34220,LG디스플레이,0.0148347251,2009.0,3.0,26.0,LG디스플레이-LGD의 원가경쟁력에 주목하자
8653,34220,LG디스플레이,0.0147127555,2009.0,3.0,30.0,LG디스플레이-LGD의 원가경쟁력에 주목하자
31049,82640,동양생명,0.0152761733,2017.0,11.0,27.0,보험-불확실성에 투자하자
31054,88350,한화생명,0.0359761733,2017.0,11.0,27.0,보험-불확실성에 투자하자
23801,5940,NH투자증권,0.0473614595,2015.0,3.0,31.0,NH투자증권-합병효과에 대한 확인이 필요한 시점
23802,5940,NH투자증권,0.0473614595,2015.0,3.0,31.0,NH투자증권-합병효과에 대한 확인이 필요한 시점
15436,1230,동국제강,-0.018230291,2012.0,2.0,17.0,동국제강-실적개선 속도 느리지만 Valuation 매력 존재
15437,1230,동국제강,-0.018230291,2012.0,2.0,17.0,동국제강-실적개선 속도 느리지만 Valuation 매력 존재
11608,51910,LG화학,-0.01712148,2011.0,6.0,8.0,LG화학-Premium은 석유화학에 있다
11609,51910,LG화학,-0.002903515,2011.0,11.0,14.0,LG화학-Premium은 석유화학에 있다
13954,28150,GS홈쇼핑,0.0171727284,2011.0,12.0,1.0,유통업-2012년에도 소비 양극화와 중국 수혜주에 주목
13959,35760,CJ ENM,-0.047527272,2011.0,12.0,1.0,유통업-2012년에도 소비 양극화와 중국 수혜주에 주목
26742,35420,NAVER,0.0470647364,2016.0,1.0,13.0,"인터넷/미디어-인터넷 : 선명해지는 O2O 생태계, 미디어 : 추세와 산업 구조의 변화"
26745,37560,LG헬로비전,-0.029635264,2016.0,1.0,13.0,"인터넷/미디어-인터넷 : 선명해지는 O2O 생태계, 미디어 : 추세와 산업 구조의 변화"
26779,130960,CJ E&M,0.0849647364,2016.0,1.0,13.0,"인터넷/미디어-인터넷 : 선명해지는 O2O 생태계, 미디어 : 추세와 산업 구조의 변화"
26785,181710,NHN,0.0035647364,2016.0,1.0,13.0,"인터넷/미디어-인터넷 : 선명해지는 O2O 생태계, 미디어 : 추세와 산업 구조의 변화"
7125,60,메리츠화재,-0.002839977,2016.0,3.0,2.0,손해보험-향후 실적 개선 가능성을 높여준 1월 실적
7128,810,삼성화재,0.0097600234,2016.0,3.0,2.0,손해보험-향후 실적 개선 가능성을 높여준 1월 실적
7129,1450,현대해상,0.0838600234,2016.0,3.0,2.0,손해보험-향후 실적 개선 가능성을 높여준 1월 실적
7131,2550,KB손해보험,0.0355600234,2016.0,3.0,2.0,손해보험-향후 실적 개선 가능성을 높여준 1월 실적
7134,5830,DB손해보험,0.0509600234,2016.0,3.0,2.0,손해보험-향후 실적 개선 가능성을 높여준 1월 실적
21156,17670,SK텔레콤,0.0076059091,2014.0,9.0,25.0,"통신서비스-단통법, 시장 안정화 효과 유효"
21166,30200,KT,-0.024294091,2014.0,9.0,25.0,"통신서비스-단통법, 시장 안정화 효과 유효"
21173,33630,SK브로드밴드,0.0663059091,2014.0,9.0,25.0,"통신서비스-단통법, 시장 안정화 효과 유효"
15447,5490,POSCO,-0.032966563,2012.0,2.0,6.0,"POSCO-1분기 저점, 2분기 개선되나 눈높이는 낮춰야"
15448,5490,POSCO,-0.032966563,2012.0,2.0,6.0,"POSCO-1분기 저점, 2분기 개선되나 눈높이는 낮춰야"
41000,128940,한미약품,-0.272057897,2016.0,9.0,30.0,"한미약품-한국의 제넨텍, 원조에게 인정받다"
41001,128940,한미약품,-0.272057897,2016.0,9.0,30.0,"한미약품-한국의 제넨텍, 원조에게 인정받다"
35760,270,기아차,-0.020912511,2018.0,1.0,15.0,자동차-낮아진 눈높이... 불확실성 해소로 접근 유효
35762,5380,현대차,-0.002212511,2018.0,1.0,15.0,자동차-낮아진 눈높이... 불확실성 해소로 접근 유효
35768,12330,현대모비스,-0.008712511,2018.0,1.0,15.0,자동차-낮아진 눈높이... 불확실성 해소로 접근 유효
24490,10130,고려아연,-0.028812517,2015.0,2.0,2.0,고려아연-Commodity 가격에 달린 2015년 실적
24491,10130,고려아연,-0.028812517,2015.0,2.0,2.0,고려아연-Commodity 가격에 달린 2015년 실적
15589,17670,SK텔레콤,-0.015701781,2012.0,1.0,9.0,SK텔레콤
20811,17670,SK텔레콤,-0.00793532,2014.0,3.0,4.0,SK텔레콤
29825,17670,SK텔레콤,-0.036915865,2016.0,6.0,20.0,SK텔레콤
9372,3450,현대증권,-0.038160542,2010.0,7.0,28.0,증권업종-Wrap의 성장에 주목하자
9374,3540,대신증권,0.0033394584,2010.0,7.0,28.0,증권업종-Wrap의 성장에 주목하자
9413,37620,미래에셋증권,0.0156394584,2010.0,7.0,28.0,증권업종-Wrap의 성장에 주목하자
16399,117930,한진해운,0.0215464156,2012.0,1.0,25.0,한진해운
16401,117930,한진해운,0.0218141316,2012.0,10.0,15.0,한진해운
17821,117930,한진해운,-0.031931228,2013.0,10.0,7.0,한진해운
22835,117930,한진해운,-0.024552533,2015.0,12.0,10.0,한진해운
24195,117930,한진해운,-0.030087316,2015.0,12.0,4.0,한진해운
38179,240,한국테크놀로지그룹,-0.019702877,2012.0,2.0,15.0,한국타이어-2012 년 사상 최고의 실적 예약
38180,240,한국테크놀로지그룹,-0.019702877,2012.0,2.0,15.0,한국타이어-2012 년 사상 최고의 실적 예약
41593,9150,삼성전기,-0.032423025,2016.0,9.0,19.0,"휴대폰-아이폰7은 초기판매가 호조, 갤노트7도 수습국면에 돌입"
41596,11070,LG이노텍,0.0093769747,2016.0,9.0,19.0,"휴대폰-아이폰7은 초기판매가 호조, 갤노트7도 수습국면에 돌입"
41610,60720,KH바텍,0.0034769747,2016.0,9.0,19.0,"휴대폰-아이폰7은 초기판매가 호조, 갤노트7도 수습국면에 돌입"
41613,66570,LG전자,-0.025123025,2016.0,9.0,19.0,"휴대폰-아이폰7은 초기판매가 호조, 갤노트7도 수습국면에 돌입"
38023,51900,LG생활건강,0.02844027,2011.0,3.0,9.0,화장품/생활용품-소비 호조와 성수기 효과로 1분기 실적 양호할 듯
38028,90430,아모레퍼시픽,-0.00105973,2011.0,3.0,9.0,화장품/생활용품-소비 호조와 성수기 효과로 1분기 실적 양호할 듯
18971,5490,POSCO,-0.02334621,2013.0,1.0,30.0,POSCO-실적실망에 따른 주가조정기를 매수기회로…
18972,5490,POSCO,-0.02334621,2013.0,1.0,30.0,POSCO-실적실망에 따른 주가조정기를 매수기회로…
24453,5180,빙그레,-0.035051657,2015.0,2.0,27.0,음식료-단기 주가 움직임보다 장기 펀더멘털에 집중
24684,97950,CJ제일제당,-0.030551657,2015.0,2.0,27.0,음식료-단기 주가 움직임보다 장기 펀더멘털에 집중
17899,33640,네패스,0.025026812,2013.0,2.0,21.0,네패스
20125,33640,네패스,-0.042405232,2014.0,7.0,15.0,네패스
25057,90460,비에이치,-0.014593677,2015.0,3.0,9.0,비에이치-득점권에 주자는 나갔다
25058,90460,비에이치,-0.019738541,2015.0,3.0,31.0,비에이치-득점권에 주자는 나갔다
24528,20760,일진디스플,0.0736483427,2015.0,2.0,27.0,Tech-터치 패널: 불확실한 미래
24679,96640,멜파스,0.0415483427,2015.0,2.0,27.0,Tech-터치 패널: 불확실한 미래
24682,97780,에스맥,0.0753483427,2015.0,2.0,27.0,Tech-터치 패널: 불확실한 미래
31751,1040,CJ,-0.023978016,2017.0,12.0,20.0,CJ-자회사간 삼각합병은 주가에 중립적
31752,1040,CJ,-0.023978016,2017.0,12.0,20.0,CJ-자회사간 삼각합병은 주가에 중립적
27806,51900,LG생활건강,0.0341212802,2016.0,2.0,29.0,화장품-이슈 점검: 1) 면세점 채널의 음성적 유통 2) 수출입 통계
27821,90430,아모레퍼시픽,0.0369212802,2016.0,2.0,29.0,화장품-이슈 점검: 1) 면세점 채널의 음성적 유통 2) 수출입 통계
23715,24110,기업은행,0.0094821575,2015.0,1.0,20.0,"은행-4Q14 Preview: 가격만 쌀 뿐, 삼재(三災)다"
23748,86790,하나금융지주,0.0161821575,2015.0,1.0,20.0,"은행-4Q14 Preview: 가격만 쌀 뿐, 삼재(三災)다"
23764,138930,BNK금융지주,-0.026917843,2015.0,1.0,20.0,"은행-4Q14 Preview: 가격만 쌀 뿐, 삼재(三災)다"
23766,139130,DGB금융지주,-0.025317843,2015.0,1.0,20.0,"은행-4Q14 Preview: 가격만 쌀 뿐, 삼재(三災)다"
18554,10130,고려아연,0.0082785241,2013.0,5.0,8.0,고려아연-연 생산능력 확대로 성장모멘텀 재점화
18555,10130,고려아연,0.0082785241,2013.0,5.0,8.0,고려아연-연 생산능력 확대로 성장모멘텀 재점화
10149,32640,LG유플러스,-0.048618773,2010.0,8.0,30.0,통신서비스
33527,37560,LG헬로비전,-0.004743677,2018.0,10.0,4.0,통신서비스
18221,5490,POSCO,-0.02334621,2013.0,1.0,30.0,POSCO-이제는 위로 보자
18222,5490,POSCO,-0.02334621,2013.0,1.0,30.0,POSCO-이제는 위로 보자
35135,31440,신세계푸드,-0.083126637,2018.0,11.0,5.0,신세계푸드-긴 호흡으로 바라보자
35136,31440,신세계푸드,-0.083126637,2018.0,11.0,5.0,신세계푸드-긴 호흡으로 바라보자
38414,17670,SK텔레콤,-0.048213444,2012.0,2.0,3.0,SK텔레콤-1Q12 전망: 단기적으로는 방어적인 매력만 존재
38415,17670,SK텔레콤,-0.048213444,2012.0,2.0,3.0,SK텔레콤-1Q12 전망: 단기적으로는 방어적인 매력만 존재
32962,89600,나스미디어,-0.057250005,2017.0,11.0,21.0,나스미디어-우호적인 2018년 영업 환경
32963,89600,나스미디어,-0.057250005,2017.0,11.0,21.0,나스미디어-우호적인 2018년 영업 환경
27081,78520,에이블씨엔씨,0.005384606,2016.0,10.0,11.0,에이블씨엔씨-주가는 빠질 만큼 빠졌다
27082,78520,에이블씨엔씨,0.005384606,2016.0,10.0,11.0,에이블씨엔씨-주가는 빠질 만큼 빠졌다
7449,1430,세아베스틸,0.005370613,2017.0,1.0,17.0,세아베스틸-실적 개선 구간. 완전히 가시지 않은 우려
7450,1430,세아베스틸,0.005370613,2017.0,1.0,17.0,세아베스틸-실적 개선 구간. 완전히 가시지 않은 우려
34674,5380,현대차,0.0443646912,2018.0,2.0,5.0,자동차-1월 글로벌 판매대수
34763,204320,만도,-0.077235309,2018.0,2.0,5.0,자동차-1월 글로벌 판매대수
39983,73240,금호타이어,0.0205936573,2015.0,12.0,8.0,금호타이어-16년 미국공장 가동으로 실적과 주가회복 기대
40955,73240,금호타이어,0.07662393,2016.0,1.0,18.0,금호타이어-16년 미국공장 가동으로 실적과 주가회복 기대
9936,1230,동국제강,0.0199616262,2010.0,2.0,17.0,철근업체-모멘텀은 살아있다. 다만 눈높이를 낮추자
9941,4020,현대제철,0.0171616262,2010.0,2.0,17.0,철근업체-모멘텀은 살아있다. 다만 눈높이를 낮추자
10016,84010,대한제강,-0.033438374,2010.0,2.0,17.0,철근업체-모멘텀은 살아있다. 다만 눈높이를 낮추자
7779,103140,풍산,-0.073016018,2018.0,5.0,18.0,풍산-낮아진 눈높이. 부담없는 밸류에이션
7780,103140,풍산,-0.073016018,2018.0,5.0,18.0,풍산-낮아진 눈높이. 부담없는 밸류에이션
20668,4020,현대제철,0.0799982415,2014.0,2.0,10.0,현대제철-4Q13리뷰: 예상치 부합
20669,4020,현대제철,0.0799982415,2014.0,2.0,10.0,현대제철-4Q13리뷰: 예상치 부합
37167,51900,LG생활건강,-0.00854665,2011.0,9.0,5.0,LG생활건강
38138,51900,LG생활건강,-0.071545358,2012.0,2.0,13.0,LG생활건강
41668,51900,LG생활건강,0.0331579129,2016.0,12.0,1.0,LG생활건강
24885,5490,POSCO,0.0255121827,2015.0,2.0,5.0,POSCO-환골탈태(換骨奪胎)가 필요한 때
24886,5490,POSCO,0.0255121827,2015.0,2.0,5.0,POSCO-환골탈태(換骨奪胎)가 필요한 때
31895,81660,휠라홀딩스,-0.001043545,2017.0,1.0,13.0,섬유/의복-4Q16 실적 점검: 내수 > 해외 모멘텀 > OEM
31896,84870,TBH글로벌,-0.076743545,2017.0,1.0,13.0,섬유/의복-4Q16 실적 점검: 내수 > 해외 모멘텀 > OEM
31904,93050,LF,-0.003743545,2017.0,1.0,13.0,섬유/의복-4Q16 실적 점검: 내수 > 해외 모멘텀 > OEM
31920,111770,영원무역,-0.031543545,2017.0,1.0,13.0,섬유/의복-4Q16 실적 점검: 내수 > 해외 모멘텀 > OEM
23180,30200,KT,0.0004584317,2015.0,9.0,14.0,인터넷·미디어·통신-동영상 쟁탈전의 핵심은 수익배분율
23189,34120,SBS,-0.040341568,2015.0,9.0,14.0,인터넷·미디어·통신-동영상 쟁탈전의 핵심은 수익배분율
23203,37560,LG헬로비전,-0.061841568,2015.0,9.0,14.0,인터넷·미디어·통신-동영상 쟁탈전의 핵심은 수익배분율
23123,100,유한양행,-0.016448444,2015.0,2.0,26.0,"유한양행-본사 호실적, 유한킴벌리 수출실적도 회복"
23124,100,유한양행,-0.016448444,2015.0,2.0,26.0,"유한양행-본사 호실적, 유한킴벌리 수출실적도 회복"
34297,5490,POSCO,-0.031916885,2018.0,12.0,20.0,POSCO-4Q18 Preview: 컨센서스 소폭 하회 예상
34298,5490,POSCO,-0.031916885,2018.0,12.0,20.0,POSCO-4Q18 Preview: 컨센서스 소폭 하회 예상
5868,103140,풍산,0.0115055273,2013.0,7.0,31.0,풍산-2Q 리뷰: 연결실적 부진했으나 2H13 개선전망
5869,103140,풍산,0.0115055273,2013.0,7.0,31.0,풍산-2Q 리뷰: 연결실적 부진했으나 2H13 개선전망
15127,10130,고려아연,0.0828707881,2011.0,2.0,17.0,"철강/비철금속-양호한 시황 지속, 비중확대 시점"
15227,84010,대한제강,0.0127707881,2011.0,2.0,17.0,"철강/비철금속-양호한 시황 지속, 비중확대 시점"
15246,103140,풍산,0.0386707881,2011.0,2.0,17.0,"철강/비철금속-양호한 시황 지속, 비중확대 시점"
15249,104700,한국철강,-0.009029212,2011.0,2.0,17.0,"철강/비철금속-양호한 시황 지속, 비중확대 시점"
24732,3200,일신방직,0.0344189567,2015.0,12.0,21.0,유통/섬유의복 주간브리핑
24770,27390,한화갤러리아타임월드,0.0409189567,2015.0,12.0,21.0,유통/섬유의복 주간브리핑
24813,81660,휠라홀딩스,-0.039077109,2015.0,12.0,14.0,유통/섬유의복 주간브리핑
24832,122900,아이마켓코리아,-0.033877109,2015.0,12.0,14.0,유통/섬유의복 주간브리핑
7312,370,한화손해보험,-0.06352059,2017.0,9.0,11.0,"한화손해보험-꼭 필요했던 자본확충, 불확실성 해소"
7313,370,한화손해보험,-0.06352059,2017.0,9.0,11.0,"한화손해보험-꼭 필요했던 자본확충, 불확실성 해소"
23541,128940,한미약품,0.0551506808,2015.0,2.0,6.0,"한미약품-한미약품 별도 실적 호조, 북경한미 실적 부진 지속"
23542,128940,한미약품,0.0551506808,2015.0,2.0,6.0,"한미약품-한미약품 별도 실적 호조, 북경한미 실적 부진 지속"
41348,8770,호텔신라,-0.020968965,2016.0,1.0,29.0,호텔신라-4Q 실적은 저조하지만 2016년에는 실적 개선 기대
41349,8770,호텔신라,-0.020968965,2016.0,1.0,29.0,호텔신라-4Q 실적은 저조하지만 2016년에는 실적 개선 기대
16342,11200,현대상선,-0.001953584,2012.0,1.0,25.0,현대상선
22759,11200,현대상선,0.0058040403,2015.0,1.0,21.0,현대상선
22760,11200,현대상선,-0.042352533,2015.0,12.0,10.0,현대상선
22013,103140,풍산,0.0157322205,2014.0,2.0,6.0,풍산-4Q13Review:여전히 Metal Loss가 관건
22014,103140,풍산,0.0157322205,2014.0,2.0,6.0,풍산-4Q13Review:여전히 Metal Loss가 관건
31191,4170,신세계,-0.03213079,2017.0,1.0,4.0,신세계-외형 성장의 딜레마
31192,4170,신세계,-0.03213079,2017.0,1.0,4.0,신세계-외형 성장의 딜레마
20001,210,대림산업,0.0004941317,2014.0,7.0,21.0,"건설-중국자본, 한국 부동산개발사업에 +α"
20003,720,현대건설,0.0413941317,2014.0,7.0,21.0,"건설-중국자본, 한국 부동산개발사업에 +α"
